30,"ライフルの弾薬","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Simple_Rifle_Ammunition.png?rev=4d2ed7ea62b4a3b340e9c7d8dabceda7&t=20150618212249"
31,"ショットガンの弾薬","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Simple_Shotgun_Ammo.png?rev=e72ba6eb9ee83e6165dcdd0d236babe8&t=20150618212305"
32,"チェインボーラ","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/Chain_Bola%5B1%5D.png.webp?rev=aad71607f9d88574636791227399070d&t=20171122214210"
33,"セミオート式ピストルの弾丸","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Advanced_Bullet.png?rev=8a766f3f5e290fab8936f40dbbc1ca6f&t=20150618212329"
34,"アサルトライフルの弾丸","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Advanced_Rifle_Bullet.png?rev=feaec1d671c5a17ebb21284f58d0706a&t=20150618212342"
35,"ロケット弾","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Rocket_Propelled_Grenade.png?rev=454a10c0daff83b860323bc6c9c7611c&t=20150618212355"
36,"麻酔弾","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Tranquilizer_Dart.png?rev=007d19411bfaddc06824f4f1b7337984&t=20151008062619"
37,"セミオート式スナイパーライフルの弾丸","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Advanced_Sniper_Bullet.png?rev=2d73e4cb7a7c83ee84b2eb736f775835&t=20151008062627"
38,"強力麻酔弾","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/Shocking_Tranquilizer_Dart.png?rev=a73a92df4e80b0ab6d44d0581240937b&t=20170127074632"
39,"フェロモンダーツ","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/Pheromone_Dart.png?rev=1d274cd66d9f41a0a550bdc34d968337&t=20170320105106"
40,"アタッチメント(スコープ)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Scope_Weapons.png?rev=a7dd56944cb17238a9889ca74d7900b6&t=20150618215915"
41,"アタッチメント(サプレッサー)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Silencer_Weapons.png?rev=c7b1d6acc56c9b680a6c71afd0ab6444&t=20150618215938"
42,"アタッチメント(フラッシュライト)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Flashlight_Weapons.png?rev=73c2a1a0bfe18de0c8f7626554d1b71e&t=20150618215946"
43,"アタッチメント(ホロスコープ)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Holo-Scope_Attachment.png?rev=27558e48ff2ff4dc94eac607df011c56&t=20150618220007"
44,"アタッチメント(レーザーサイト)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Laser_Attachment.png?rev=680cbf2d63e9f5a19bf088058cadc5bb&t=20150618215958"
45,"ワイヤートラップ(アラーム)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Tripwire_Alarm_Trap.png?rev=d1d58579445c6df931916127d719b405&t=20150715182354"
46,"ワイヤートラップ(気絶ガス)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Tripwire_Narcotic_Trap.png?rev=b1df73def50bc7c45a39183c439cb596&t=20150715182316"
47,"トラバサミ","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Bear_Trap.png?rev=ae6b01d997aa45d9b631f00108b36a8c&t=20160309041500"
48,"トラバサミ(大)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Large_Bear_Trap.png?rev=ef773b3cf6aeaa50627ede13e5e8a8de&t=20160309041506"
49,"グレネード","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Grenade.png?rev=b126bd216d7a7c19f163147215c92425&t=20150618224052"
50,"ワイヤートラップ(爆弾)","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Improvised_Explosive_Device.png?rev=fe89049337ae8da3e3a662a4447d4667&t=20150618224227"
51,"C4リモート起爆スイッチ","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-C4_Remote_Detonator.png?rev=4c454b72559a949b12ef223ab392bff2&t=20150618224234"
52,"C4爆弾","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-C4_Charge.png?rev=b712cdb09139979500a8406731227d79&t=20150618224241"
53,"追尾式水中機雷","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Homing_Underwater_Mine.png?rev=0e046883396203780e17cca3b769b227&t=20160309032938"
54,"バリスタ","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Ballista_Turret.png?rev=ef5286c41ed4301ff34a8c88a77b31d4&t=20150928114307"
55,"投石機","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Catapult_Turret.png?rev=624aee319eafa9a55d254534e588ae3e&t=20160309024620"
56,"大砲","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/Primitive_Cannon.png.webp?rev=0d9be9afc30fb089875912a8cde53fd7&t=20170128083626"
57,"オートタレット","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Auto_Turret.png?rev=2f9014baed9cd87f14ef5551087f42e9&t=20150618232332"
58,"プラントX","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Plant_Species_X.png.webp?rev=40b8a9efdbb191c7d3eb54359c5fc943&t=20160309031222"
59,"ガトリング砲","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Minigun_Turret.png?rev=bfaf8f16e6cff1bc0b5d36cebba3412e&t=20160309025113"
60,"ロケット砲","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/35px-Rocket_Turret.png?rev=9f82fca82eb6551e9043a225694ae101&t=20160309030401"
61,"ヘビーオートタレット","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/128px-Heavy_Auto_Turret.png.webp?rev=1e84126f94da429f8424b97b4172e823&t=20171205204646"
62,"TEKタレット","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/Tek_Turret.webp?rev=624d5b0915f989c9eee88552d5713356&t=20230523105810"
63,"TEKグレネード","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/Tek_Grenade.png.webp?rev=b1eec7433594717ad82e1d8d1c621640&t=20170508090224"
64,"TEKライフル","武器","マップ共通","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8/::ref/Tek_Rifle_0.png?rev=ff5e291ee624c3afda1fd78ef25818d5&t=20170508090245"
65,"ブーメラン","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Boomerang_%28Scorched_Earth%29.png.webp?rev=6ef1c692022f57cf5bcb477a3d9afaf8&t=20190407132745"
66,"鞭","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Whip_%28Scorched_Earth%29.png.webp?rev=1fa186fcb3064bf11396252cc913b69a&t=20190407132949"
67,"チェーンソー","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Chainsaw_%28Scorched_Earth%29.png?rev=f580d93687b758081516417357f806c1&t=20190407132822"
68,"ブーメラン","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Boomerang_%28Scorched_Earth%29_0.png.webp?rev=6ef1c692022f57cf5bcb477a3d9afaf8&t=20190407132812"
69,"火矢","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Flame_Arrow_%28Scorched_Earth%29.png?rev=b4557d00c3786e61997ca2b47b4f2317&t=20190407132840"
70,"火炎放射器","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Flamethrower_%28Scorched_Earth%29.png.webp?rev=0161f01bb6ffe9e277b2834984547868&t=20190407132852"
71,"油壺","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/E1FBB2D9-3540-49C8-B935-36CD276A24A5.webp?rev=ff186a51c9ca6aa790f508cdd7f4d9df&t=20210826082639"
72,"火炎放射器の燃料","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Flamethrower_Ammo_%28Scorched_Earth%29.png?rev=3377bf0b1684f23af41d1a015bad9b29&t=20190407132917"
73,"ホーミングミサイル","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Rocket_Homing_Missile_%28Scorched_Earth%29_1.png?rev=72e9c3ea30c9a63ea6618ad9eaa2e1a2&t=20190407132937"
74,"クラスターグレネード","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Cluster_Grenade_%28Scorched_Earth%29_1.png.webp?rev=b19ab7bc632dbbf2182af40d92be6bcb&t=20190407132832"
75,"TEKシールド","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/073C5D5D-A674-4953-B7BE-CCB8D84CEFAE.webp?rev=543c9106e6e3d6730e2de612b4f49545&t=20210901143930"
76,"TEKレールガン","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/3E71BE58-2D99-4B81-9F3A-483E4D886BA2.png?rev=4733b179ff49de24469b9f7d60927748&t=20220604230806"
77,"未完成MEK","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Unassembled_Mek_%28Extinction%29.png.webp?rev=5c1b3ab940499950b3b3ecd0b806192b&t=20190411000054"
78,"M.D.S.M.","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/M.D.S.M._%28Extinction%29.png.webp?rev=ef07dfeb9a0301632793f707f144d6e8&t=20190411000116"
79,"M.R.L.M.","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/M.R.L.M._%28Extinction%29.png.webp?rev=cd488a8fddee472b8f26a458dcc1db3c&t=20190411000150"
80,"M.S.C.M.","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/M.S.C.M._%28Extinction%29.png.webp?rev=6583366b7118d96e9b555925ae2a04ee&t=20190411000206"
81,"M.O.M.I.","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/M.O.M.I._%28Extinction%29.png.webp?rev=b6439ed4ea4558e0028822faf5ea853a&t=20190411000312"
82,"ロケットポッド","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Rocket_Pod_%28Extinction%29.png.webp?rev=ac521e9bfc81f8d0039cb19edc6303d9&t=20190411000339"
83,"キャノンシェル","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Cannon_Shell_%28Extinction%29.png?rev=c0f975a5b880aa0d0c38ecca7b3a0aff&t=20190411000355"
84,"TEK重力グレネード","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/Tek_Gravity_Grenade_%28Extinction%29.png.webp?rev=209546028e3d82a7c581e551ae23b85e&t=20190411000659"
85,"TEKソード","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/41F0A524-AD56-4FDD-8BC5-B7805D2B2A48.webp?rev=31c1f2c2a49a232de8337b9b1e635ecf&t=20210901143938"
86,"巡航ミサイル","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/4AAFBB65-EEE8-4CBF-B7B0-5059F9911441.webp?rev=59a929e39485164d0cde3c85f1ccc6af&t=20211006151113"
87,"TEKクロー","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/877B44AF-0F3A-41D6-8B8D-9BDF1EE51D73.webp?rev=24cc8da0fe967bc76f4983bfe62e69f6&t=20211006151646"
88,"TEKグレネードランチャー","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/7DE4AA7A-C15E-4318-9379-C53FB901F809.webp?rev=d7fa455cf0e118c8632cbf4c8f6ceb29&t=20211006152215"
89,"ピッチジャー","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/294D1F3E-25DE-4F7B-AE63-3B44CCB5A6F1.png.webp?rev=390258bc70e3dce221356cee53eab50e&t=20220604102309"
90,"ネット弾","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/F17F3AF7-B688-497E-ADE2-90C4FE8A7F8D.webp?rev=e2f5da085e84277054d3e71861829658&t=20211004131441"
91,"ミニガン","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/A1A81A9F-1E5C-4DC7-AEEA-5FF9C2338B25.webp?rev=703a6c8c28112c328819cc2850f7e311&t=20211004131520"
92,"ミョルニル","武器","DLC","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%EF%BC%88DLC%EF%BC%89/::ref/C4F05E60-F635-472D-B8B4-C449BEB85FAB.png.webp?rev=f158aa486cc8a9cb170904f4424fd147&t=20220614085023"
93,"メタルハンマー","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/Metal_Hammer_%28Primitive_Plus%29.png?rev=73e419e41e49fb5c4fc33d645736db7c&t=20190410201124"
94,"ピッチフォーク","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/Pitchfork_%28Primitive_Plus%29.png?rev=1b591c5e6dac99066bf5c666a83745ac&t=20190410201111"
95,"シャープソード","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-Sword.png?rev=77aa701cba51a951205a744b9dce74e7&t=20190410221304"
96,"木のこん棒","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-Wooden_Club_%28Primitive_Plus%29.png?rev=1b8d1f02536639cf5d2f5b82711ddda2&t=20190410221726"
97,"黒曜石の槍","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-Obsidian_Spear_%28Primitive_Plus%29.png?rev=19fc53b8a6953809a0d6f92c42240a3d&t=20190410222152"
98,"バトルアックス","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-BattleAxe_%28Primitive_Plus%29.png?rev=7a43daa00e780e4c64b5d7bfe853672d&t=20190410223706"
99,"バイキングアックス","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-Viking_Axe_%28Primitive_Plus%29.png?rev=85e326149658f59d9088307dd4c4686c&t=20190410223719"
100,"ロングボウ","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-Longbow_%28Primitive_Plus%29.png?rev=c5ab1e3cb214b7448d7696c45c03f111&t=20190410225343"
101,"フリントロックピストル","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-Flintlock_Pistol_%28Primitive_Plus%29.png?rev=acbd2182588b23d7c57b69b99eb359a7&t=20190410230048"
102,"マスケット","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-Musket_%28Primitive_Plus%29.png?rev=5b9861ea8e802cc2598e01c3ae3fe2ed&t=20190410231242"
103,"反り弓","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/128px-Recurve_Bow_%28Primitive_Plus%29.png?rev=97fa780b32f5952aa3e83e6f7b3494c1&t=20190410231303"
104,"羽のついた石の矢","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/Feathered_Stone_Arrow_%28Primitive_Plus%29.png?rev=faa359b837e689abf66ce97d181c3e16&t=20190411112350"
105,"黒曜石の矢","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/Obsidian_Arrow_%28Primitive_Plus%29.png?rev=2f28433a59bcf2ec0112761d71deb458&t=20190411112359"
106,"火矢","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/Flame_Arrow_%28Scorched_Earth%29.png?rev=b4557d00c3786e61997ca2b47b4f2317&t=20190411112409"
107,"火薬の樽","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/Barrel_of_Gunpowder_%28Primitive_Plus%29.png?rev=fc9e7194bbb2c51bc845e96297f79f46&t=20190411113254"
108,"スティッキーボム","武器","Primitive+","https://cdn.wikiwiki.jp/to/w/arkse/%E6%AD%A6%E5%99%A8%28Primitive%2B%29/::ref/Sticky_Bomb_%28Primitive_Plus%29.png?rev=91bf4f63b42eb34fb1ddc1bb1a09ca53&t=20190411113737"
109,"布のシャツ","防具","","https://cdn.wikiwiki.jp/to/w/arkse/%E9%98%B2%E5%85%B7/::ref/95E9F533-F1B9-47F3-8CCE-0DE6E58FEEEE.webp?rev=75e07baf209240b1a3d2725c6a6df14c&t=20211117091129"
110,"布のズボン","防具","","https://cdn.wikiwiki.jp/to/w/arkse/%E9%98%B2%E5%85%B7/::ref/9893F867-44B8-49EC-B408-76A4DC858184.webp?rev=52867e9ec5d6b78c72157f8b3bf2c92e&t=20211117091155"
